HGDG_TARIH,Volume,Close
2015-01-02,75432165.0,2.0993
2015-01-02,75432165.0,2.0993
2015-01-05,168690208.0,2.2839
2015-01-05,168690208.0,2.2839
2015-01-06,146406273.0,2.3455
2015-01-06,146406273.0,2.3455
2015-01-07,81127165.0,2.2156
2015-01-07,81127165.0,2.2156
2015-01-08,63872071.0,2.2156
2015-01-08,63872071.0,2.2156
2015-01-09,74348846.0,2.2976
2015-01-09,74348846.0,2.2976
2015-01-12,46673835.0,2.2498
2015-01-12,46673835.0,2.2498
2015-01-13,70034531.0,2.1609
2015-01-13,70034531.0,2.1609
2015-01-14,83925533.0,1.9078
2015-01-14,83925533.0,1.9078
2015-01-15,127066168.0,1.9899
2015-01-15,127066168.0,1.9899
2015-01-16,94860797.0,1.9078
2015-01-16,94860797.0,1.9078
2015-01-19,82066796.0,1.7506
2015-01-19,82066796.0,1.7506
2015-01-20,69450609.0,1.7574
2015-01-20,69450609.0,1.7574
2015-01-21,64512844.0,1.7779
2015-01-21,64512844.0,1.7779
2015-01-22,27854333.0,1.7437
2015-01-22,27854333.0,1.7437
2015-01-23,30625139.0,1.648
2015-01-23,30625139.0,1.648
2015-01-26,34012077.0,1.6343
2015-01-26,34012077.0,1.6343
2015-01-27,30648505.0,1.6275
2015-01-27,30648505.0,1.6275
2015-01-28,92296424.0,1.689
2015-01-28,92296424.0,1.689
2015-01-29,138114778.0,1.6822
2015-01-29,138114778.0,1.6822
2015-01-30,114323628.0,1.7642
2015-01-30,114323628.0,1.7642
2015-02-02,69207769.0,1.6959
2015-02-02,69207769.0,1.6959
2015-02-03,36692116.0,1.6275
2015-02-03,36692116.0,1.6275
2015-02-04,43525933.0,1.6138
2015-02-04,43525933.0,1.6138
2015-02-05,40370630.0,1.607
2015-02-05,40370630.0,1.607
2015-02-06,61732333.0,1.6206
2015-02-06,61732333.0,1.6206
2015-02-09,28952568.0,1.6412
2015-02-09,28952568.0,1.6412
2015-02-10,126051368.0,1.7848
2015-02-10,126051368.0,1.7848
2015-02-11,74478146.0,1.7232
2015-02-11,74478146.0,1.7232
2015-02-12,94098373.0,1.7164
2015-02-12,94098373.0,1.7164
2015-02-13,18416936.0,1.6822
2015-02-13,18416936.0,1.6822
2015-02-16,18630558.0,1.6753
2015-02-16,18630558.0,1.6753
2015-02-17,36110017.0,1.6138
2015-02-17,36110017.0,1.6138
2015-02-18,18674088.0,1.6275
2015-02-18,18674088.0,1.6275
2015-02-19,31418765.0,1.6617
2015-02-19,31418765.0,1.6617
2015-02-20,55796471.0,1.6412
2015-02-20,55796471.0,1.6412
2015-02-23,17448465.0,1.6275
2015-02-23,17448465.0,1.6275
2015-02-24,18109416.0,1.6206
2015-02-24,18109416.0,1.6206
2015-02-25,80953716.0,1.7711
2015-02-25,80953716.0,1.7711
2015-02-26,49069995.0,1.6753
2015-02-26,49069995.0,1.6753
2015-02-27,40253294.0,1.7027
2015-02-27,40253294.0,1.7027
2015-03-02,71551132.0,1.7232
2015-03-02,71551132.0,1.7232
2015-03-03,32375362.0,1.7027
2015-03-03,32375362.0,1.7027
2015-03-04,35828315.0,1.648
2015-03-04,35828315.0,1.648
2015-03-05,51338018.0,1.6206
2015-03-05,51338018.0,1.6206
2015-03-06,29531889.0,1.6001
2015-03-06,29531889.0,1.6001
2015-03-09,18801300.0,1.6001
2015-03-09,18801300.0,1.6001
2015-03-10,33262448.0,1.5181
2015-03-10,33262448.0,1.5181
2015-03-11,28648048.0,1.5112
2015-03-11,28648048.0,1.5112
2015-03-12,66937787.0,1.5454
2015-03-12,66937787.0,1.5454
2015-03-13,23556272.0,1.4907
2015-03-13,23556272.0,1.4907
2015-03-16,34465501.0,1.5249
2015-03-16,34465501.0,1.5249
2015-03-17,17885586.0,1.5317
2015-03-17,17885586.0,1.5317
2015-03-18,22473486.0,1.5181
2015-03-18,22473486.0,1.5181
2015-03-19,35865003.0,1.5523
2015-03-19,35865003.0,1.5523
2015-03-20,21870027.0,1.5659
2015-03-20,21870027.0,1.5659
2015-03-23,53312465.0,1.5933
2015-03-23,53312465.0,1.5933
2015-03-24,17587003.0,1.5454
2015-03-24,17587003.0,1.5454
2015-03-25,14740204.0,1.5317
2015-03-25,14740204.0,1.5317
2015-03-26,15000736.0,1.4839
2015-03-26,15000736.0,1.4839
2015-03-27,13826382.0,1.4634
2015-03-27,13826382.0,1.4634
2015-03-30,18341720.0,1.4907
2015-03-30,18341720.0,1.4907
2015-03-31,9832242.0,1.4565
2015-03-31,9832242.0,1.4565
2015-04-01,6541559.0,1.4634
2015-04-01,6541559.0,1.4634
2015-04-02,12481517.0,1.4634
2015-04-02,12481517.0,1.4634
2015-04-03,147842233.0,1.689
2015-04-03,147842233.0,1.689
2015-04-06,194174476.0,1.9557
2015-04-06,194174476.0,1.9557
2015-04-07,256636131.0,2.0856
2015-04-07,256636131.0,2.0856
2015-04-08,264210456.0,2.0583
2015-04-08,264210456.0,2.0583
2015-04-09,134743410.0,2.0173
2015-04-09,134743410.0,2.0173
2015-04-10,86211376.0,1.942
2015-04-10,86211376.0,1.942
2015-04-13,74423262.0,1.86
2015-04-13,74423262.0,1.86
2015-04-14,99923816.0,1.8805
2015-04-14,99923816.0,1.8805
2015-04-15,248818850.0,2.0583
2015-04-15,248818850.0,2.0583
2015-04-16,151673474.0,1.9762
2015-04-16,151673474.0,1.9762
2015-04-17,93055792.0,2.0104
2015-04-17,93055792.0,2.0104
2015-04-20,62346623.0,1.9762
2015-04-20,62346623.0,1.9762
2015-04-21,107968464.0,2.0856
2015-04-21,107968464.0,2.0856
2015-04-22,69160907.0,2.0036
2015-04-22,69160907.0,2.0036
2015-04-24,52397269.0,2.0173
2015-04-24,52397269.0,2.0173
2015-04-27,39805693.0,2.0514
2015-04-27,39805693.0,2.0514
2015-04-28,120790987.0,2.1198
2015-04-28,120790987.0,2.1198
2015-04-29,91111913.0,2.1267
2015-04-29,91111913.0,2.1267
2015-04-30,273411226.0,2.1062
2015-04-30,273411226.0,2.1062
2015-05-04,82530930.0,2.1335
2015-05-04,82530930.0,2.1335
2015-05-05,91070017.0,2.0993
2015-05-05,91070017.0,2.0993
2015-05-06,62385425.0,2.0036
2015-05-06,62385425.0,2.0036
2015-05-07,128821798.0,2.1267
2015-05-07,128821798.0,2.1267
2015-05-08,85316265.0,2.0925
2015-05-08,85316265.0,2.0925
2015-05-11,71817179.0,2.0651
2015-05-11,71817179.0,2.0651
2015-05-12,30749594.0,2.0309
2015-05-12,30749594.0,2.0309
2015-05-13,82835554.0,2.0651
2015-05-13,82835554.0,2.0651
2015-05-14,35597096.0,2.0446
2015-05-14,35597096.0,2.0446
2015-05-15,43999611.0,2.0104
2015-05-15,43999611.0,2.0104
2015-05-18,24669519.0,2.0173
2015-05-18,24669519.0,2.0173
2015-05-20,45690662.0,2.0378
2015-05-20,45690662.0,2.0378
2015-05-21,44499087.0,1.9762
2015-05-21,44499087.0,1.9762
2015-05-22,35399825.0,1.9284
2015-05-22,35399825.0,1.9284
2015-05-25,23454472.0,1.8942
2015-05-25,23454472.0,1.8942
2015-05-26,107755978.0,2.0036
2015-05-26,107755978.0,2.0036
2015-05-27,35959191.0,2.0104
2015-05-27,35959191.0,2.0104
2015-05-28,44702340.0,1.9625
2015-05-28,44702340.0,1.9625
2015-05-29,46225532.0,1.9284
2015-05-29,46225532.0,1.9284
2015-06-01,44397060.0,1.8258
2015-06-01,44397060.0,1.8258
2015-06-02,41190053.0,1.86
2015-06-02,41190053.0,1.86
2015-06-03,39141857.0,1.8873
2015-06-03,39141857.0,1.8873
2015-06-04,18698387.0,1.8463
2015-06-04,18698387.0,1.8463
2015-06-05,15237517.0,1.8121
2015-06-05,15237517.0,1.8121
2015-06-08,24839447.0,1.6001
2015-06-08,24839447.0,1.6001
2015-06-09,92263383.0,1.8326
2015-06-09,92263383.0,1.8326
2015-06-10,108917150.0,1.9078
2015-06-10,108917150.0,1.9078
2015-06-11,49130335.0,1.9352
2015-06-11,49130335.0,1.9352
2015-06-12,83980307.0,1.9489
2015-06-12,83980307.0,1.9489
2015-06-15,244819819.0,1.9147
2015-06-15,244819819.0,1.9147
2015-06-16,101150895.0,1.9284
2015-06-16,101150895.0,1.9284
2015-06-17,94444196.0,1.8531
2015-06-17,94444196.0,1.8531
2015-06-18,51658264.0,1.7916
2015-06-18,51658264.0,1.7916
2015-06-19,83786582.0,1.7232
2015-06-19,83786582.0,1.7232
2015-06-22,110104.0,2.086
2015-06-22,110104.0,2.086
2015-06-23,292134.0,2.5286
2015-06-23,292134.0,2.5286
2015-06-24,521062.0,3.0619
2015-06-24,521062.0,3.0619
2015-06-25,647633.0,3.7076
2015-06-25,647633.0,3.7076
2015-06-26,3507404.0,4.4985
2015-06-26,3507404.0,4.4985
2015-06-29,3851676.0,5.4417
2015-06-29,3851676.0,5.4417
2015-06-30,3914232.0,6.5845
2015-06-30,3914232.0,6.5845
2015-07-01,10151364.0,7.7635
2015-07-01,10151364.0,7.7635
2015-07-02,5008285.0,9.2691
2015-07-02,5008285.0,9.2691
2015-07-03,79704035.0,10.2123
2015-07-03,79704035.0,10.2123
2015-07-06,1572624.0,8.3621
2015-07-06,1572624.0,8.3621
2015-07-07,539082.0,6.7477
2015-07-07,539082.0,6.7477
2015-07-08,512739.0,5.4417
2015-07-08,512739.0,5.4417
2015-07-09,2909928.0,5.8226
2015-07-09,2909928.0,5.8226
2015-07-10,4635515.0,7.038
2015-07-10,4635515.0,7.038
2015-07-13,1321571.0,8.5254
2015-07-13,1321571.0,8.5254
2015-07-14,4670938.0,8.4347
2015-07-14,4670938.0,8.4347
2015-07-15,1136108.0,7.3463
2015-07-15,1136108.0,7.3463
2015-07-16,683568.0,8.09
2015-07-16,683568.0,8.09
2015-07-20,5223853.0,8.997
2015-07-20,5223853.0,8.997
2015-07-21,2612978.0,8.7793
2015-07-21,2612978.0,8.7793
2015-07-22,2106937.0,8.5435
2015-07-22,2106937.0,8.5435
2015-07-23,2091823.0,7.8905
2015-07-23,2091823.0,7.8905
2015-07-24,3322049.0,8.4165
2015-07-24,3322049.0,8.4165
2015-07-27,1792940.0,6.8203
2015-07-27,1792940.0,6.8203
2015-07-28,2711514.0,5.5143
2015-07-28,2711514.0,5.5143
2015-07-29,2619324.0,4.4441
2015-07-29,2619324.0,4.4441
2015-07-30,1558191.0,3.5915
2015-07-30,1558191.0,3.5915
2015-07-31,3654499.0,2.9059
2015-07-31,3654499.0,2.9059
2015-08-03,271944112.0,2.3508
2015-08-03,271944112.0,2.3508
