HGDG_TARIH,Volume,Close
2015-01-02,555828.0,0.8729
2015-01-02,555828.0,0.8729
2015-01-05,786338.0,0.8729
2015-01-05,786338.0,0.8729
2015-01-06,320994.0,0.8729
2015-01-06,320994.0,0.8729
2015-01-07,211047.0,0.8729
2015-01-07,211047.0,0.8729
2015-01-08,351965.0,0.8729
2015-01-08,351965.0,0.8729
2015-01-09,318790.0,0.8634
2015-01-09,318790.0,0.8634
2015-01-12,306634.0,0.8538
2015-01-12,306634.0,0.8538
2015-01-13,331790.0,0.8538
2015-01-13,331790.0,0.8538
2015-01-14,389313.0,0.8538
2015-01-14,389313.0,0.8538
2015-01-15,251119.0,0.8538
2015-01-15,251119.0,0.8538
2015-01-16,300701.0,0.8538
2015-01-16,300701.0,0.8538
2015-01-19,184136.0,0.8538
2015-01-19,184136.0,0.8538
2015-01-20,448391.0,0.8634
2015-01-20,448391.0,0.8634
2015-01-21,153524.0,0.8538
2015-01-21,153524.0,0.8538
2015-01-22,958761.0,0.8538
2015-01-22,958761.0,0.8538
2015-01-23,170899.0,0.8634
2015-01-23,170899.0,0.8634
2015-01-26,156383.0,0.8538
2015-01-26,156383.0,0.8538
2015-01-27,360025.0,0.8442
2015-01-27,360025.0,0.8442
2015-01-28,246541.0,0.8442
2015-01-28,246541.0,0.8442
2015-01-29,222633.0,0.8538
2015-01-29,222633.0,0.8538
2015-01-30,121198.0,0.8538
2015-01-30,121198.0,0.8538
2015-02-02,202492.0,0.8442
2015-02-02,202492.0,0.8442
2015-02-03,151058.0,0.8346
2015-02-03,151058.0,0.8346
2015-02-04,220915.0,0.8346
2015-02-04,220915.0,0.8346
2015-02-05,159150.0,0.825
2015-02-05,159150.0,0.825
2015-02-06,121505.0,0.825
2015-02-06,121505.0,0.825
2015-02-09,193172.0,0.825
2015-02-09,193172.0,0.825
2015-02-10,253760.0,0.8058
2015-02-10,253760.0,0.8058
2015-02-11,134185.0,0.825
2015-02-11,134185.0,0.825
2015-02-12,371529.0,0.8346
2015-02-12,371529.0,0.8346
2015-02-13,203239.0,0.825
2015-02-13,203239.0,0.825
2015-02-16,302121.0,0.8346
2015-02-16,302121.0,0.8346
2015-02-17,170783.0,0.825
2015-02-17,170783.0,0.825
2015-02-18,79506.0,0.8346
2015-02-18,79506.0,0.8346
2015-02-19,106296.0,0.8346
2015-02-19,106296.0,0.8346
2015-02-20,45505.0,0.8346
2015-02-20,45505.0,0.8346
2015-02-23,129102.0,0.8346
2015-02-23,129102.0,0.8346
2015-02-24,181375.0,0.8346
2015-02-24,181375.0,0.8346
2015-02-25,482760.0,0.8442
2015-02-25,482760.0,0.8442
2015-02-26,268072.0,0.825
2015-02-26,268072.0,0.825
2015-02-27,221637.0,0.825
2015-02-27,221637.0,0.825
2015-03-02,104738.0,0.8154
2015-03-02,104738.0,0.8154
2015-03-03,91487.0,0.8346
2015-03-03,91487.0,0.8346
2015-03-04,162710.0,0.8154
2015-03-04,162710.0,0.8154
2015-03-05,447023.0,0.8058
2015-03-05,447023.0,0.8058
2015-03-06,481878.0,0.8154
2015-03-06,481878.0,0.8154
2015-03-09,141978.0,0.8154
2015-03-09,141978.0,0.8154
2015-03-10,631071.0,0.7674
2015-03-10,631071.0,0.7674
2015-03-11,422670.0,0.7578
2015-03-11,422670.0,0.7578
2015-03-12,575708.0,0.7386
2015-03-12,575708.0,0.7386
2015-03-13,294250.0,0.7099
2015-03-13,294250.0,0.7099
2015-03-16,227146.0,0.7003
2015-03-16,227146.0,0.7003
2015-03-17,105652.0,0.7099
2015-03-17,105652.0,0.7099
2015-03-18,552863.0,0.7099
2015-03-18,552863.0,0.7099
2015-03-19,564890.0,0.7195
2015-03-19,564890.0,0.7195
2015-03-20,200492.0,0.7195
2015-03-20,200492.0,0.7195
2015-03-23,1030240.0,0.7291
2015-03-23,1030240.0,0.7291
2015-03-24,399841.0,0.7195
2015-03-24,399841.0,0.7195
2015-03-25,274021.0,0.7195
2015-03-25,274021.0,0.7195
2015-03-26,78804.0,0.7099
2015-03-26,78804.0,0.7099
2015-03-27,240969.0,0.6907
2015-03-27,240969.0,0.6907
2015-03-30,250680.0,0.7099
2015-03-30,250680.0,0.7099
2015-03-31,275218.0,0.7003
2015-03-31,275218.0,0.7003
2015-04-01,113800.0,0.7003
2015-04-01,113800.0,0.7003
2015-04-02,137206.0,0.7099
2015-04-02,137206.0,0.7099
2015-04-03,110799.0,0.7099
2015-04-03,110799.0,0.7099
2015-04-06,40703.0,0.7003
2015-04-06,40703.0,0.7003
2015-04-07,95836.0,0.7003
2015-04-07,95836.0,0.7003
2015-04-08,165715.0,0.7195
2015-04-08,165715.0,0.7195
2015-04-09,138734.0,0.7291
2015-04-09,138734.0,0.7291
2015-04-10,66384.0,0.7195
2015-04-10,66384.0,0.7195
2015-04-13,4149227.0,0.7962
2015-04-13,4149227.0,0.7962
2015-04-14,1840940.0,0.7578
2015-04-14,1840940.0,0.7578
2015-04-15,433434.0,0.7482
2015-04-15,433434.0,0.7482
2015-04-16,247088.0,0.7482
2015-04-16,247088.0,0.7482
2015-04-17,2665055.0,0.7674
2015-04-17,2665055.0,0.7674
2015-04-20,609481.0,0.7578
2015-04-20,609481.0,0.7578
2015-04-21,120630.0,0.7578
2015-04-21,120630.0,0.7578
2015-04-22,362717.0,0.777
2015-04-22,362717.0,0.777
2015-04-24,162469.0,0.7674
2015-04-24,162469.0,0.7674
2015-04-27,291535.0,0.7674
2015-04-27,291535.0,0.7674
2015-04-28,300772.0,0.7674
2015-04-28,300772.0,0.7674
2015-04-29,203182.0,0.7578
2015-04-29,203182.0,0.7578
2015-04-30,179370.0,0.7482
2015-04-30,179370.0,0.7482
2015-05-04,117283.0,0.7578
2015-05-04,117283.0,0.7578
2015-05-05,211082.0,0.7482
2015-05-05,211082.0,0.7482
2015-05-06,95676.0,0.7482
2015-05-06,95676.0,0.7482
2015-05-07,153417.0,0.7482
2015-05-07,153417.0,0.7482
2015-05-08,330731.0,0.7482
2015-05-08,330731.0,0.7482
2015-05-11,856158.0,0.7482
2015-05-11,856158.0,0.7482
2015-05-12,295433.0,0.7386
2015-05-12,295433.0,0.7386
2015-05-13,164999.0,0.7291
2015-05-13,164999.0,0.7291
2015-05-14,510069.0,0.7291
2015-05-14,510069.0,0.7291
2015-05-15,102289.0,0.7195
2015-05-15,102289.0,0.7195
2015-05-18,52773.0,0.7291
2015-05-18,52773.0,0.7291
2015-05-20,197277.0,0.7195
2015-05-20,197277.0,0.7195
2015-05-21,40668.0,0.7291
2015-05-21,40668.0,0.7291
2015-05-22,80232.0,0.7195
2015-05-22,80232.0,0.7195
2015-05-25,166943.0,0.7003
2015-05-25,166943.0,0.7003
2015-05-26,126364.0,0.7099
2015-05-26,126364.0,0.7099
2015-05-27,74077.0,0.7003
2015-05-27,74077.0,0.7003
2015-05-28,84885.0,0.7003
2015-05-28,84885.0,0.7003
2015-05-29,37427.0,0.7003
2015-05-29,37427.0,0.7003
2015-06-01,164409.0,0.6715
2015-06-01,164409.0,0.6715
2015-06-02,129064.0,0.6811
2015-06-02,129064.0,0.6811
2015-06-03,43825.0,0.6811
2015-06-03,43825.0,0.6811
2015-06-04,105075.0,0.6811
2015-06-04,105075.0,0.6811
2015-06-05,2530050.0,0.7003
2015-06-05,2530050.0,0.7003
2015-06-08,2687022.0,0.6811
2015-06-08,2687022.0,0.6811
2015-06-09,594619.0,0.6715
2015-06-09,594619.0,0.6715
2015-06-10,322736.0,0.6811
2015-06-10,322736.0,0.6811
2015-06-11,442950.0,0.6907
2015-06-11,442950.0,0.6907
2015-06-12,306660.0,0.6811
2015-06-12,306660.0,0.6811
2015-06-15,226103.0,0.6715
2015-06-15,226103.0,0.6715
2015-06-16,215714.0,0.6811
2015-06-16,215714.0,0.6811
2015-06-17,68730.0,0.6811
2015-06-17,68730.0,0.6811
2015-06-18,40592.0,0.6811
2015-06-18,40592.0,0.6811
2015-06-19,133711.0,0.6715
2015-06-19,133711.0,0.6715
2015-06-22,174069.0,0.6715
2015-06-22,174069.0,0.6715
2015-06-23,97861.0,0.6811
2015-06-23,97861.0,0.6811
2015-06-24,92824.0,0.6715
2015-06-24,92824.0,0.6715
2015-06-25,230941.0,0.6715
2015-06-25,230941.0,0.6715
2015-06-26,106622.0,0.6811
2015-06-26,106622.0,0.6811
2015-06-29,131885.0,0.6619
2015-06-29,131885.0,0.6619
2015-06-30,156213.0,0.6715
2015-06-30,156213.0,0.6715
2015-07-01,96464.0,0.6619
2015-07-01,96464.0,0.6619
2015-07-02,241389.0,0.6715
2015-07-02,241389.0,0.6715
2015-07-03,109306.0,0.6715
2015-07-03,109306.0,0.6715
2015-07-06,26636.0,0.6619
2015-07-06,26636.0,0.6619
2015-07-07,140878.0,0.6619
2015-07-07,140878.0,0.6619
2015-07-08,335396.0,0.6523
2015-07-08,335396.0,0.6523
2015-07-09,48368.0,0.6715
2015-07-09,48368.0,0.6715
2015-07-10,181337.0,0.6619
2015-07-10,181337.0,0.6619
2015-07-13,131371.0,0.6523
2015-07-13,131371.0,0.6523
2015-07-14,104765.0,0.6619
2015-07-14,104765.0,0.6619
2015-07-15,73450.0,0.6619
2015-07-15,73450.0,0.6619
2015-07-16,15953.0,0.6715
2015-07-16,15953.0,0.6715
2015-07-20,98423.0,0.6619
2015-07-20,98423.0,0.6619
2015-07-21,595229.0,0.6715
2015-07-21,595229.0,0.6715
2015-07-22,499440.0,0.6715
2015-07-22,499440.0,0.6715
2015-07-23,237466.0,0.6427
2015-07-23,237466.0,0.6427
2015-07-24,60806.0,0.6331
2015-07-24,60806.0,0.6331
2015-07-27,282418.0,0.6139
2015-07-27,282418.0,0.6139
2015-07-28,46734.0,0.6235
2015-07-28,46734.0,0.6235
2015-07-29,61118.0,0.6235
2015-07-29,61118.0,0.6235
2015-07-30,160511.0,0.6427
2015-07-30,160511.0,0.6427
2015-07-31,135921.0,0.6427
2015-07-31,135921.0,0.6427
2015-08-03,151947.0,0.6427
2015-08-03,151947.0,0.6427
2015-08-04,34518.0,0.6331
2015-08-04,34518.0,0.6331
2015-08-05,113583.0,0.6523
2015-08-05,113583.0,0.6523
2015-08-06,20903.0,0.6331
2015-08-06,20903.0,0.6331
2015-08-07,21811.0,0.6331
2015-08-07,21811.0,0.6331
2015-08-10,56454.0,0.6235
2015-08-10,56454.0,0.6235
2015-08-11,42186.0,0.6235
2015-08-11,42186.0,0.6235
2015-08-12,39529.0,0.6235
2015-08-12,39529.0,0.6235
2015-08-13,117284.0,0.5948
2015-08-13,117284.0,0.5948
2015-08-14,225159.0,0.6043
2015-08-14,225159.0,0.6043
2015-08-17,99180.0,0.5948
2015-08-17,99180.0,0.5948
2015-08-18,141779.0,0.5948
2015-08-18,141779.0,0.5948
2015-08-19,113659.0,0.6043
2015-08-19,113659.0,0.6043
2015-08-20,36296.0,0.5948
2015-08-20,36296.0,0.5948
2015-08-21,49172.0,0.6043
2015-08-21,49172.0,0.6043
2015-08-24,104034.0,0.5756
2015-08-24,104034.0,0.5756
2015-08-25,91729.0,0.6043
2015-08-25,91729.0,0.6043
2015-08-26,11947.0,0.6043
2015-08-26,11947.0,0.6043
2015-08-27,96194.0,0.6043
2015-08-27,96194.0,0.6043
2015-08-28,30824.0,0.5948
2015-08-28,30824.0,0.5948
2015-08-31,56322.0,0.5852
2015-08-31,56322.0,0.5852
2015-09-01,178561.0,0.566
2015-09-01,178561.0,0.566
2015-09-02,119939.0,0.5564
2015-09-02,119939.0,0.5564
2015-09-03,49269.0,0.566
2015-09-03,49269.0,0.566
2015-09-04,74406.0,0.5564
2015-09-04,74406.0,0.5564
2015-09-07,45737.0,0.5372
2015-09-07,45737.0,0.5372
2015-09-08,87907.0,0.5468
2015-09-08,87907.0,0.5468
2015-09-09,32330.0,0.5468
2015-09-09,32330.0,0.5468
2015-09-10,22261.0,0.5564
2015-09-10,22261.0,0.5564
2015-09-11,59947.0,0.5468
2015-09-11,59947.0,0.5468
2015-09-14,60502.0,0.5372
2015-09-14,60502.0,0.5372
2015-09-15,52853.0,0.5468
2015-09-15,52853.0,0.5468
2015-09-16,78323.0,0.5564
2015-09-16,78323.0,0.5564
2015-09-17,63249.0,0.566
2015-09-17,63249.0,0.566
2015-09-18,69258.0,0.566
2015-09-18,69258.0,0.566
2015-09-21,416253.0,0.5756
2015-09-21,416253.0,0.5756
2015-09-22,461848.0,0.5852
2015-09-22,461848.0,0.5852
2015-09-23,25489.0,0.5756
2015-09-23,25489.0,0.5756
2015-09-28,24312.0,0.5756
2015-09-28,24312.0,0.5756
2015-09-29,57785.0,0.5756
2015-09-29,57785.0,0.5756
2015-09-30,89930.0,0.5564
2015-09-30,89930.0,0.5564
2015-10-01,4062611.0,0.6235
2015-10-01,4062611.0,0.6235
2015-10-02,818301.0,0.5756
2015-10-02,818301.0,0.5756
2015-10-05,248441.0,0.5852
2015-10-05,248441.0,0.5852
2015-10-06,242195.0,0.5948
2015-10-06,242195.0,0.5948
2015-10-07,249414.0,0.5852
2015-10-07,249414.0,0.5852
2015-10-08,115354.0,0.5948
2015-10-08,115354.0,0.5948
2015-10-09,129393.0,0.5852
2015-10-09,129393.0,0.5852
2015-10-12,51266.0,0.5948
2015-10-12,51266.0,0.5948
2015-10-13,200331.0,0.5948
2015-10-13,200331.0,0.5948
2015-10-14,559917.0,0.6139
2015-10-14,559917.0,0.6139
2015-10-15,145561.0,0.5948
2015-10-15,145561.0,0.5948
2015-10-16,69416.0,0.5948
2015-10-16,69416.0,0.5948
2015-10-19,116741.0,0.6043
2015-10-19,116741.0,0.6043
2015-10-20,71314.0,0.6043
2015-10-20,71314.0,0.6043
2015-10-21,125378.0,0.6043
2015-10-21,125378.0,0.6043
2015-10-22,402753.0,0.6139
2015-10-22,402753.0,0.6139
2015-10-23,214587.0,0.5948
2015-10-23,214587.0,0.5948
2015-10-26,194835.0,0.5948
2015-10-26,194835.0,0.5948
2015-10-27,148921.0,0.5948
2015-10-27,148921.0,0.5948
